key,filename,total_dur,silence_count,silence_index,silence_start,silence_end,silence_dur
h2784,h2784.mp3,8.124,3,1.0,3.202177,4.336984,1.134807
h2784,h2784.mp3,8.124,3,2.0,5.334218,6.542109,1.207891
h2785,h2785.mp3,8.07175,3,0.0,0.0,0.558277,0.558277
h2785,h2785.mp3,8.07175,3,1.0,2.849728,4.016667,1.166939
h2785,h2785.mp3,8.07175,3,2.0,5.122517,6.308889,1.186372
h2786,h2786.mp3,7.288125,3,0.0,0.0,0.557596,0.557596
h2786,h2786.mp3,7.288125,3,1.0,2.940317,4.030544,1.090227
h2786,h2786.mp3,7.288125,3,2.0,4.842404,5.965782,1.123379
h2787,h2787.mp3,7.86275,3,0.0,0.0,0.580136,0.580136
h2787,h2787.mp3,7.86275,3,1.0,3.207143,4.334762,1.127619
h2787,h2787.mp3,7.86275,3,2.0,5.212902,6.374626,1.161723
h2788,h2788.mp3,8.28075,3,0.0,0.0,0.581791,0.581791
h2788,h2788.mp3,8.28075,3,1.0,2.978005,4.082789,1.104785
h2788,h2788.mp3,8.28075,3,2.0,5.19263,6.431973,1.239342
h2789,h2789.mp3,7.52325,3,0.0,0.0,0.587075,0.587075
h2789,h2789.mp3,7.52325,3,1.0,3.116349,4.269615,1.153265
h2789,h2789.mp3,7.52325,3,2.0,5.063152,6.215102,1.15195
h2790,h2790.mp3,7.941125,3,0.0,0.0,0.366893,0.366893
h2790,h2790.mp3,7.941125,3,1.0,3.131179,4.288571,1.157392
